Título;Cód. empresa;Empresa;Documento;Nº documento;Data emissão;Cód. cliente;Cliente;Origem;Inadimplente;SPC;Serasa;Subjudice;Taxa administrativa;Seguro;Valor a receber;Valor baixado;Valor líquido;Valor total;Observação
1531;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1659;19/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 92.429,10;R$ 92.429,10;R$ 92.429,10;REFERENTE A 9ª MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS MORADA NOVA DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA No 06/2025. PROCESSO No 23255.007479/2024-02.
1523;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1666;20/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 701,70;R$ 701,70;R$ 701,70;MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO PREVENTIVA DAS SUBESTAÇÕES DO IFCE - GRUPO 01 - CAMPUS UMIRIM. CONTRATO Nº 29/2023. PROCESSO Nº 23255.001512/2023-00.
1524;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1667;20/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.602,72;R$ 1.602,72;R$ 1.602,72;"11ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO CORRETIVA E EMERGENCIAL DAS SUBESTAÇÕES DO IFCE - GRUPO 01 - CAMPUS CAUCAIA. ""SERVIÇO DE EXECUÇÃO EMERGENCIAL"" CONTRATO Nº 29 / 2023. PROCESSO Nº 23255.001512/2023-00."
1525;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1668;20/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 64,62;R$ 64,62;R$ 64,62;MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO EMERGENCIAL DAS SUBESTAÇÕES DO IFCE - GRUPO 01 - CAMPUS CAUCAIA. CONTRATO Nº 29/2023. PROCESSO Nº 23255.001512/2023-00.
1526;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1669;20/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.569,08;R$ 4.569,08;R$ 4.569,08;"12ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO CORRETIVA E EMERGENCIAL DAS SUBESTAÇÕES DO IFCE - GRUPO 01 - CAMPUS CAUCAIA. ""SERVIÇO DE EXECUÇÃO CORRETIVA"" CONTRATO Nº 29 / 2023. PROCESSO Nº 23255.001512/2023-00"
1527;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1670;20/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 184,23;R$ 184,23;R$ 184,23;MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO CORRETIVA DAS SUBESTAÇÕES DO IFCE - GRUPO 01 - CAMPUS CAUCAIA. CONTRATO Nº 29/2023. PROCESSO Nº 23255.001512/2023-00.
1551;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1701;23/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.699,01;R$ 8.699,01;R$ 8.699,01;"6ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO PREVENTIVA DAS SUBESTAÇÕES DO IFCEGRUPO 02 - CAMPUS CRATEÚS. ""SERVIÇO DE EXECUÇÃO PREVENTIVA"" CONTRATO Nº 30 / 2023. PROCESSO Nº 23255.001512/2023-00. DADOS BANCÁRIOS: BANCO: (104) CAIXA ECONÔMICA FEDERAL AGÊNCIA: 1977. OPERAÇÃO: 003. CONTA: 3274-3."
1552;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1702;23/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 350,76;R$ 350,76;R$ 350,76;MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO PREVENTIVA DAS SUBESTAÇÕES DO IFCE - GRUPO 02 - CAMPUS CRATEUS. CONTRATO Nº 29/2023. PROCESSO Nº 23255.001512/2023-00. DADOS BANCÁRIOS: BANCO: (104) CAIXA ECONÔMICA FEDERAL AGÊNCIA: 1977. OPERAÇÃO: 003. CONTA: 3274-3.
1528;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1671;24/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.059,20;R$ 3.059,20;R$ 3.059,20;MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS HORIZONTE DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA Nº 07/2025. PROCESSO Nº 23255.006679/2024-30.
1529;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1672;24/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 48.127,57;R$ 48.127,57;R$ 48.127,57;REFERENTE A 10° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS PARACURU DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA Nº 13/2025. PROCESSO Nº 23255.000876/2025-26.
1541;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1673;24/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 112.035,60;R$ 112.035,60;R$ 112.035,60;"MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS MORADA NOVA DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA No 06/2025. PROCESSO No 23255.007479/2024-02. ""Considerando que o inciso VII do art. 114 e o anexo VI da Instrução Normativa no 2.110/22 da Receita Federal do Brasil prevê a não aplicação do instituto da retenção do INSS quando o órgão público efetuar contratação de obra de construção civil, reforma ou acréscimo e, por consequência, afasta a responsabilidade solidária da Administração Pública nesses casos (art. 135, § 2°,II)"""
1530;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1674;25/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 404.374,96;R$ 404.374,96;R$ 404.374,96;MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE SERVIÇOS COMUNS DE ENGENHARIA DE EMPRESA ESPECIALIZADA PARA A OBRA DE CONSTRUÇÃO DOS BLOCOS ANEXOS DO CAMPUS DOS MALÊS. CONTRATO Nº 16/2023. PROCESSO Nº 23804.000809/2023-86.
1532;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1675;27/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 121.515,27;R$ 121.515,27;R$ 121.515,27;REFERENTE A 9ª MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS CAMOCIM DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA Nº 11/2025. PROCESSO Nº 23255.000873/2025-92. MATERIAL 40% - R$ 48.606,11. MÃO DE OBRA - 60%- R$ 72.909,16
1533;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1676;27/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.015,70;R$ 9.015,70;R$ 9.015,70;MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS CAMOCIM DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA Nº 11/2025. PROCESSO Nº 23255.000873/2025-92. MATERIAL 40% - R$ 3.606,28. MÃO DE OBRA - 60%- R$ 5.409,42.
1534;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1677;27/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 544.196,46;R$ 544.196,46;R$ 544.196,46;REFERENTE A 9ª MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS UBAJARA DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA Nº 09/2025. PROCESSO Nº 23255.000870/2025-59. MATERIAL 40% - R$ 217.678,58. MÃO DE OBRA - 60%- R$ 326.517,88.
1535;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1678;27/02/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 152.209,12;R$ 152.209,12;R$ 152.209,12;REFERENTE A 9ª MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS TIANGUÁ DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA Nº 08/2025. PROCESSO Nº 23255.000868/2025-80. MATERIAL 40% - R$ 60.883,65. MÃO DE OBRA - 60%- R$ 91.325,47.
1536;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1679;02/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 27.997,81;R$ 27.997,81;R$ 27.997,81;REFERENTE A 10ª MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS CAUCAIA DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA Nº 12/2025. PROCESSO Nº 23255.000875/2025-81. MATERIAL 40% - R$ 11.199,12. MÃO DE OBRA - 60% - R$ 16.798,69.
1537;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1680;02/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 280.964,27;R$ 280.964,27;R$ 280.964,27;APOSTILAMENTO REFERENTE AO APOSTILAMENTO DO REAJUSTE DA 27ª, 28ª, 29ª, 31ª E 34ª MEDIÇÕES DO CONTRATO 0094/2022-SME, DESTINADO A CONSTRUÇÃO DE UMA ESCOLA VERTICAL, NO BAIRRO ALTO DA BRASÍLIA, SOBRAL-CE
1538;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1681;03/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.570,78;R$ 3.570,78;R$ 3.570,78;02ª MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS PARACURU DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA Nº 13/2025. PROCESSO Nº 23255.000876/2025-26.
1539;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1684;04/03/2026;96;DEPARTAMENTO DE POLICIA RODOVIÁRIA FEDERAL;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11.101,63;R$ 11.101,63;R$ 11.101,63;REFERENTE A 24ª MEDIÇÃO DO OBJETO: CONSTRUÇÃO DA UNIDADE OPERACIONAL DA POLÍCIA RODOVIÁRIA FEDERAL EM POCINHOS / PB. VALOR MEDIDO R$ 11.101,63 (PREÇOS UNITÁRIOS DA PROPOSTA ORIGINAL R$ 9.984,30 E CORREÇÃO MONETÁRIA R$ 1.117,33). CONFORME TERMO DE APOSTILAMENTO 10 (11,1909%). CONTRATO Nº 78/2022. PROCESSO Nº 08650.037267/2022-23.
1542;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1682;04/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.817,28;R$ 8.817,28;R$ 8.817,28;4ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO PREVENTIVA DAS SUBESTAÇÕES DO IFCE - GRUPO 02 - CAMPUS BOA VIAGEM. CONTRATO Nº 30 / 2023. PROCESSO Nº 23255.001512/2023-00.
1543;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1683;04/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 355,53;R$ 355,53;R$ 355,53;MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO PREVENTIVA DAS SUBESTAÇÕES DO IFCE - GRUPO 02 - CAMPUS BOA VIAGEM. CONTRATO Nº 29/2023. PROCESSO Nº 23255.001512/2023-00.
1540;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1685;05/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.077,27;R$ 2.077,27;R$ 2.077,27;MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS CAUCAIA DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA Nº 12/2025. PROCESSO Nº 23255.000875/2025-81.
1558;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1687;11/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.382,93;R$ 10.382,93;R$ 10.382,93;MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS BATURITÉ DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA Nº 10/2025. PROCESSO Nº 23255.000872/2025-48.
1582;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1686;11/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 139.943,00;R$ 139.943,00;R$ 139.943,00;"REFERENTE A 4° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS BATURITÉ DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA Nº 10/2025. PROCESSO Nº 23255.000872/2025-48. MATERIAL 40% - R$ 55.977,20. MÃO DE OBRA - 60%- R$ 83.965,80. ""Considerando que o inciso VII do art. 114 e o anexo VI da Instrução Normativa no 2.110/22 da Receita Federal do Brasil prevê a não aplicação do instituto da retenção do INSS quando o órgão público efetuar contratação de obra de construção civil, reforma ou acréscimo e, por consequência, afasta a responsabilidade solidária da Administração Pública nesses casos (art. 135, § 2°,II)"""
1583;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1688;11/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 38.185,74;R$ 38.185,74;R$ 38.185,74;"REFERENTE A 11ª MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS HORIZONTE DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA Nº 07/2025. PROCESSO Nº 23255.006679/2024-30. MATERIAL 50% - R$ 19.092,87. MÃO DE OBRA - 50% - R$ 19.092,87. ""Considerando que o inciso VII do art. 114 e o anexo VI da Instrução Normativa no 2.110/22 da Receita Federal do Brasil prevê a não aplicação do instituto da retenção do INSS quando o órgão público efetuar contratação de obra de construção civil, reforma ou acréscimo e, por consequência, afasta a responsabilidade solidária da Administração Pública nesses casos (art. 135, § 2°,II)"""
1544;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1691;16/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.791,38;R$ 8.791,38;R$ 8.791,38;"4ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO CORRETIVA DAS SUBESTAÇÕES DO IFCE GRUPO 01 - CAMPUS POLO DE INOVAÇÃO. ""SERVIÇO DE EXECUÇÃO CORRETIVA"" CONTRATO Nº 29 / 2023. PROCESSO Nº 23255.001512/2023-00."
1545;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1692;16/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 354,49;R$ 354,49;R$ 354,49;MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO PREVENTIVA DAS SUBESTAÇÕES DO IFCE - GRUPO 01 - CAMPUS POLO DE INOVAÇÃO. CONTRATO Nº 29/2023. PROCESSO Nº 23255.001512/2023-00.
1555;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1690;16/03/2026;68;PREFEITURA MUNICIPAL DE VARZEA ALEGRE;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 515.672,99;R$ 515.672,99;R$ 515.672,99;REFERENTE A 10° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DAS OBRAS DE CONSTRUÇÃO DE UMA ESCOLA (ESPAÇO EDUCATIVO URBANO - 12 SALAS DE AULA) ATRAVÉS DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE VÁRZEA ALEGRE-CE. CONTRATO Nº 2024.09.26.1 CONCORRÊNCIA Nº 2023.12.28.1
1546;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1693;17/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.736,30;R$ 8.736,30;R$ 8.736,30;"4ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO PREVENTIVA DAS SUBESTAÇÕES DO IFCE GRUPO 04 - CAMPUS ACOPIARA. ""SERVIÇO DE EXECUÇÃO PREVENTIVA"" CONTRATO Nº 29 / 2023. PROCESSO Nº 23255.001512/2023-00."
1547;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1694;17/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 352,27;R$ 352,27;R$ 352,27;MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO PREVENTIVA DAS SUBESTAÇÕES DO IFCE - GRUPO 04 - CAMPUS ACOPIARA. CONTRATO Nº 29/2023. PROCESSO Nº 23255.001512/2023-00.
1548;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1695;18/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.802,53;R$ 2.802,53;R$ 2.802,53;MEDIÇÃO REFERENTE AO APOSTILAMENTO DO REAJUSTE CONTRATUAL - OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE UNIDADES DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS HORIZONTE DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. CONTRATO DE OBRA DE ENGENHARIA Nº 07/2025. PROCESSO Nº 23255.006679/2024-30.
1549;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1696;20/03/2026;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 17.608,78;R$ 17.608,78;R$ 17.608,78;"11ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO PREVENTIVA E CORRETIVA DAS SUBESTAÇÕES DO IFCE - GRUPO 03 - CAMPUS JAGUARIBE. ""SERVIÇO DE EXECUÇÃO EMERGENCIAL"" CONTRATO Nº 31 / 2023. PROCESSO Nº 23255.001512/2023-00. DADOS BANCÁRIOS: BANCO: (104) CAIXA ECONÔMICA FEDERAL AGÊNCIA: 1977. OPERAÇÃO: 003. CONTA: 3274-3"
