Título;Cód. empresa;Empresa;Documento;Nº documento;Data emissão;Cód. cliente;Cliente;Origem;Inadimplente;SPC;Serasa;Subjudice;Taxa administrativa;Seguro;Valor a receber;Valor baixado;Valor líquido;Valor total;Observação
89;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;206;13/08/2019;17;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 230.571,01;R$ 230.571,01;R$ 230.571,01;3° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS FORTALEZA
232;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFE;205;13/08/2019;21;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 57.764,30;R$ 57.764,30;R$ 57.764,30;1° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS ITAPIPOCA
233;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;209;13/08/2019;7;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 80.006,28;R$ 80.006,28;R$ 80.006,28;3° MEDIÇÃO OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DE OBRA DE ENGENHARIA PARA CONSTRUÇÃO DE SALAS DE AULA E ESPAÇO DE VIVENCIA NO CAMPUS JAGUARIBE
234;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;208;13/08/2019;1;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 79.227,87;R$ 79.227,87;R$ 79.227,87;4° MEDIÇÃO OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DE OBRA DE ENGENHARIA PARA CONSTRUÇÃO DE SALAS DE AULA EM FAVOR DO IFCE MORADA NOVA
90;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;211;04/09/2019;22;FUNDO MUNICIPAL DE SAÚDE;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 153.021,90;R$ 153.021,90;R$ 153.021,90;3° MEDIÇÃO - OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE DO MUNICÍPIO DE MORRINHOS/CE. CONTRATO N° 20190010
93;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;214;10/09/2019;1;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 18.960,76;R$ 18.960,76;R$ 18.960,76;1° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS MORADA NOVA
94;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;219;10/09/2019;9;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.361,64;R$ 8.361,64;R$ 8.361,64;2° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS BOA VIAGEM
95;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;216;13/09/2019;12;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 23.230,53;R$ 23.230,53;R$ 23.230,53;3° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS CANINDÉ
96;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;217;13/09/2019;12;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.285,28;R$ 5.285,28;R$ 5.285,28;4° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS CANINDÉ
97;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;221;16/09/2019;7;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13.928,10;R$ 13.928,10;R$ 13.928,10;1° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS JAGUARIBE.
99;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;220;19/09/2019;17;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 75.051,84;R$ 75.051,84;R$ 75.051,84;4°MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS FORTALEZA
101;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;222;20/09/2019;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 15.081,07;R$ 15.081,07;R$ 15.081,07;6° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA REITORIA ADMINISTRAÇÃO
102;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;224;20/09/2019;17;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 138.678,24;R$ 138.678,24;R$ 138.678,24;5° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS FORTALEZA
103;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;225;24/09/2019;14;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 30.603,50;R$ 30.603,50;R$ 30.603,50;2° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS QUIXADÁ
104;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;228;03/10/2019;22;FUNDO MUNICIPAL DE SAÚDE;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 128.014,21;R$ 128.014,21;R$ 128.014,21;4° MEDIÇÃO - OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE DO MUNICÍPIO DE MORRINHOS/CE.
105;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;231;21/10/2019;28;MUNICÍPIO DE CAUCAIA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 50.956,46;R$ 50.956,46;R$ 50.956,46;1° MEDIÇÃO - OBJETO: CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE CONCLUSÃO DE 02 QUADRAS POLIESPORTIVAS COBERTA COM PALCO DAS ESCOLAS: MARIA DE LOURDES ROCHA E PEDRO LAURINDO DE OLIVEIRA (OBRAS REMANESCENTES), JUNTO Á SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE CAUCAIA CONTRATO N° 20190503002-01
192;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;232;21/10/2019;28;MUNICÍPIO DE CAUCAIA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 154.284,03;R$ 154.284,03;R$ 154.284,03;1° MEDIÇÃO OBJETO:CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE CONCLUSÃO DE 02 CRECHES TIPO B: LUIZ NERYS E CONJUNTO METROPOLITANO (OBRAS REMANESCENTES), JUNTO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE CAUCAIA/CE CONTRATO N°2019050300301
230;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;233;21/10/2019;57;ASSOCIAÇAO CONDOMINIO RURAL SITIO JENIPAPO;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 79.849,58;R$ 79.849,58;R$ 79.849,58;2° MEDIÇÃO - CONTRATAÇÃO DE UMA EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL E DE INFRAESTRUTURA PARA CONSTRUÇÃO DE UMA CASA DE FARINHA, TERMO FOMENTO SDA N° 43/2016.
107;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;234;22/10/2019;35;INSTITUTO FEDERAL DE EDUCAÇAO, CIENCIA E TECNOLOGIA DO CEARA - CAMPUS PARACURU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 28.832,39;R$ 28.832,39;R$ 28.832,39;4° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS PARACURU
109;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;236;22/10/2019;17;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 57.479,89;R$ 57.479,89;R$ 57.479,89;6° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA (ELÉTRICA) CAMPUS FORTALEZA.
110;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;237;22/10/2019;17;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 106.724,83;R$ 106.724,83;R$ 106.724,83;7° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS FORTALEZA
111;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;238;23/10/2019;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 39.790,89;R$ 39.790,89;R$ 39.790,89;7° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA - REITORIA ADMINISTRAÇÃO.
112;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;239;24/10/2019;1;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 20.764,19;R$ 20.764,19;R$ 20.764,19;2° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS MORADA NOVA
113;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;240;24/10/2019;10;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 20.781,99;R$ 20.781,99;R$ 20.781,99;1° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS LIMOEIRO DO NORTE
114;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;243;06/11/2019;22;FUNDO MUNICIPAL DE SAÚDE;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 116.456,82;R$ 116.456,82;R$ 116.456,82;5° MEDIÇÃO - OBJETO:CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE DO MUNICÍPIO DE MORRINHOS/CE
115;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;246;22/11/2019;9;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 23.010,11;R$ 23.010,11;R$ 23.010,11;3°MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS BOA VIAGEM.
116;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;247;22/11/2019;14;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11.799,13;R$ 11.799,13;R$ 11.799,13;3° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS
117;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;249;22/11/2019;12;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 537,01;R$ 537,01;R$ 537,01;5° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS CANINDÉ
118;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;250;26/11/2019;11;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 53.850,45;R$ 53.850,45;R$ 53.850,45;2° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS CAUCAIA.
206;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;252;28/11/2019;28;MUNICÍPIO DE CAUCAIA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 330.903,86;R$ 330.903,86;R$ 330.903,86;1° MEDIÇÃO OBJETO: EXECUÇÃO DOS SERVIÇOS DE REFORMA DE 03 (TRÊS) QUADRAS POLIESPORTIVAS EM CARÁTER EMERGENCIAL DAS ESCOLAS: DOM ALMEIDA LUSTOSA, NELY CAULA DE CARVALHO E DOMINGOS ABREU BRASILEIRO, JUNTO Á SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MUNICÍPIO DE CAUCAIA/CE. CONTRATO N°20191023001-01
193;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;253;10/12/2019;28;MUNICÍPIO DE CAUCAIA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 510.575,87;R$ 510.575,87;R$ 510.575,87;2° MEDIÇÃO OBJETO:CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE CONCLUSÃO DE 02 CRECHES TIPO B: LUIZ NERYS E CONJUNTO METROPOLITANO (OBRAS REMANESCENTES), JUNTO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE CAUCAIA/CE CONTRATO N°2019050300301
120;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;254;11/12/2019;28;MUNICÍPIO DE CAUCAIA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 113.927,48;R$ 113.927,48;R$ 113.927,48;2° MEDIÇÃO - OBJETO: CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE CONCLUSÃO DE 02 QUADRAS POLIESPORTIVAS COBERTA COM PALCO DAS ESCOLAS: MARIA DE LOURDES ROCHA E PEDRO LAURINDO DE OLIVEIRA (OBRAS REMANESCENTES), JUNTO Á SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE CAUCAIA CONTRATO N° 20190503002-01
227;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;256;11/12/2019;17;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 27.890,48;R$ 27.890,48;R$ 27.890,48;3° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA - POLO CAMPUS FORTALEZA
121;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;257;12/12/2019;45;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 36.626,05;R$ 36.626,05;R$ 36.626,05;1°MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS TIANGUÁ
122;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;258;18/12/2019;16;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.250,20;R$ 5.250,20;R$ 5.250,20;2° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS ARACATI
123;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;260;19/12/2019;17;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 120.715,61;R$ 120.715,61;R$ 120.715,61;8° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS FORTALEZA
207;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;262;19/12/2019;28;MUNICÍPIO DE CAUCAIA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 158.381,21;R$ 158.381,21;R$ 158.381,21;2° MEDIÇÃO OBJETO: EXECUÇÃO DOS SERVIÇOS DE REFORMA DE 03 (TRÊS) QUADRAS POLIESPORTIVAS EM CARÁTER EMERGENCIAL DAS ESCOLAS: DOM ALMEIDA LUSTOSA, NELY CAULA DE CARVALHO E DOMINGOS ABREU BRASILEIRO, JUNTO Á SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MUNICÍPIO DE CAUCAIA/CE. CONTRATO N°20191023001-01
228;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;264;20/12/2019;13;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ - CAMPUS UMIRIM;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 157.164,06;R$ 157.164,06;R$ 157.164,06;2° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS UMIRIM (SERVIÇO REALIZADO CAMPUS ARACATI)
129;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;265;23/12/2019;17;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 88.428,06;R$ 88.428,06;R$ 88.428,06;9° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS FORTALEZA
130;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;267;23/12/2019;28;MUNICÍPIO DE CAUCAIA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 101.019,82;R$ 101.019,82;R$ 101.019,82;3° MEDIÇÃO OBJETO: CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE CONCLUSÃO DE 02 CRECHES TIPO B: LUIZ NERYS E CONJUNTO METROPOLITANO (OBRAS REMANESCENTES), JUNTO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE CAUCAIA/CE
131;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;268;23/12/2019;28;MUNICÍPIO DE CAUCAIA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 76.217,88;R$ 76.217,88;R$ 76.217,88;3° MEDIÇÃO - OBJETO: CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE CONCLUSÃO DE 02 QUADRAS POLIESPORTIVAS COBERTA COM PALCO DAS ESCOLAS: MARIA DE LOURDES ROCHA E PEDRO LAURINDO DE OLIVEIRA (OBRAS REMANESCENTES), JUNTO Á SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE CAUCAIA CONTRATO N° 20190503002-01
132;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;269;30/12/2019;35;INSTITUTO FEDERAL DE EDUCAÇAO, CIENCIA E TECNOLOGIA DO CEARA - CAMPUS PARACURU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 51.022,18;R$ 51.022,18;R$ 51.022,18;5° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS PARACURU
133;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;270;30/12/2019;35;INSTITUTO FEDERAL DE EDUCAÇAO, CIENCIA E TECNOLOGIA DO CEARA - CAMPUS PARACURU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13.497,79;R$ 13.497,79;R$ 13.497,79;6° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS PARACURU
134;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;271;31/12/2019;16;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.147,41;R$ 6.147,41;R$ 6.147,41;MANUTENÇÃO SUBESTAÇÃO (QUADROS E EQUIPAMENTOS ELÉTRICOS) - IFCE CAMPUS ARACATI.
56;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;273;13/01/2020;45;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 15.450,48;R$ 15.450,48;R$ 15.450,48;2° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS TIANGUÁ. CONTRATO N°14/2019
57;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;274;16/01/2020;38;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.186,51;R$ 6.186,51;R$ 6.186,51;1° MEDIÇÃO OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS CAMPUS UBAJARA. CONTRATO N°11/2019
58;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;275;17/01/2020;11;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 22.838,01;R$ 22.838,01;R$ 22.838,01;3° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS CAUCAIA. CONTRATO N°04/2019
59;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;277;17/01/2020;1;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.108,30;R$ 6.108,30;R$ 6.108,30;1ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS - CAMPUS MORADA NOVA.
