EMPRESA: DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA
ID_EMPRESA: 1
PERIODO: 2019-08-13 ate 2026-05-30
Fonte: Sienge API REST ao vivo (/accounts-receivable/receivable-bills), sem uso do banco local.
Observacao: Ind., Dias, Acrescimo e Desconto ficam em branco/R$ 0,00 quando o endpoint principal do Sienge nao retorna esses campos.
Registros: companies=10; works=347; titles=1488.

OBRAS ADMINISTRADAS
ID_OBRA;OBRA
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ CAMPUS BATURITÉ;NFSE 541;16/04/2021;1;;;R$ 8.312,07;R$ 0,00;R$ 0,00;R$ 8.312,07
PREFEITURA MUNICIPAL DE TABULEIRO DO NORTE;NFSE 544;20/04/2021;1;;;R$ 150.605,30;R$ 0,00;R$ 0,00;R$ 150.605,30
PREFEITURA MUNICIPAL DE TABULEIRO DO NORTE;NFSE 545;22/04/2021;1;;;R$ 34.103,12;R$ 0,00;R$ 0,00;R$ 34.103,12
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 546;22/04/2021;1;;;R$ 8.505,12;R$ 0,00;R$ 0,00;R$ 8.505,12
PREFEITURA MUNICIPAL DE ORÓS;NFSE 547;04/05/2021;1;;;R$ 30.000,00;R$ 0,00;R$ 0,00;R$ 30.000,00
MUNICIPIO DE MORRINHOS;NFSE 623;04/05/2021;1;;;R$ 58.014,51;R$ 0,00;R$ 0,00;R$ 58.014,51
PREFEITURA MUNICIPAL DE TABULEIRO DO NORTE;NFSE 548;05/05/2021;1;;;R$ 67.288,19;R$ 0,00;R$ 0,00;R$ 67.288,19
MUNICÍPIO DE MARACANAÚ;NFSE 549;14/05/2021;1;;;R$ 241.343,55;R$ 0,00;R$ 0,00;R$ 241.343,55
MUNICÍPIO DE MARACANAÚ;NFSE 550;14/05/2021;1;;;R$ 146.675,64;R$ 0,00;R$ 0,00;R$ 146.675,64
MUNICÍPIO DE GRANJEIRO;NFSE 551;20/05/2021;1;;;R$ 80.545,31;R$ 0,00;R$ 0,00;R$ 80.545,31
PREFEITURA MUNICIPAL DE TABULEIRO DO NORTE;NFSE 552;21/05/2021;1;;;R$ 170.880,54;R$ 0,00;R$ 0,00;R$ 170.880,54
PREFEITURA MUNICIPAL DE ORÓS;NFSE 553;24/05/2021;1;;;R$ 30.000,00;R$ 0,00;R$ 0,00;R$ 30.000,00
MUNICIPIO DE BATURITÉ;NFSE 196;28/05/2021;1;;;R$ 51.699,88;R$ 0,00;R$ 0,00;R$ 51.699,88
MUNICIPIO DE BATURITÉ;NFSE 197;28/05/2021;1;;;R$ 173.576,24;R$ 0,00;R$ 0,00;R$ 173.576,24
MUNICIPIO DE BATURITÉ;NFSE 205;09/06/2021;1;;;R$ 360.393,73;R$ 0,00;R$ 0,00;R$ 360.393,73
MUNICIPIO DE BATURITÉ;NFSE 206;09/06/2021;1;;;R$ 184.538,25;R$ 0,00;R$ 0,00;R$ 184.538,25
MUNICÍPIO DE GRANJEIRO;NFSE 554;14/06/2021;1;;;R$ 31.101,75;R$ 0,00;R$ 0,00;R$ 31.101,75
MUNICIPIO DE BATURITÉ;NFSE 209;24/06/2021;1;;;R$ 196.977,47;R$ 0,00;R$ 0,00;R$ 196.977,47
MUNICIPIO DE BATURITÉ;NFSE 210;24/06/2021;1;;;R$ 94.381,50;R$ 0,00;R$ 0,00;R$ 94.381,50
PREFEITURA MUNICIPAL DE TABULEIRO DO NORTE;NFSE 555;24/06/2021;1;;;R$ 251.620,69;R$ 0,00;R$ 0,00;R$ 251.620,69
MUNICIPIO DE BATURITÉ;NFSE 207;25/06/2021;1;;;R$ 134.794,73;R$ 0,00;R$ 0,00;R$ 134.794,73
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 556;26/06/2021;1;;;R$ 423,18;R$ 0,00;R$ 0,00;R$ 423,18
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 557;26/06/2021;1;;;R$ 2.776,27;R$ 0,00;R$ 0,00;R$ 2.776,27
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 558;26/06/2021;1;;;R$ 3.933,79;R$ 0,00;R$ 0,00;R$ 3.933,79
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 559;26/06/2021;1;;;R$ 12.484,05;R$ 0,00;R$ 0,00;R$ 12.484,05
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 560;26/06/2021;1;;;R$ 7.065,37;R$ 0,00;R$ 0,00;R$ 7.065,37
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 561;28/06/2021;1;;;R$ 16.022,83;R$ 0,00;R$ 0,00;R$ 16.022,83
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 563;28/06/2021;1;;;R$ 3.904,58;R$ 0,00;R$ 0,00;R$ 3.904,58
MUNICÍPIO DE MARACANAÚ;NFSE 564;01/07/2021;1;;;R$ 109.352,64;R$ 0,00;R$ 0,00;R$ 109.352,64
MUNICÍPIO DE MARACANAÚ;NFSE 565;01/07/2021;1;;;R$ 109.352,63;R$ 0,00;R$ 0,00;R$ 109.352,63
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 566;02/07/2021;1;;;R$ 216,47;R$ 0,00;R$ 0,00;R$ 216,47
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 567;05/07/2021;1;;;R$ 44.128,65;R$ 0,00;R$ 0,00;R$ 44.128,65
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 568;05/07/2021;1;;;R$ 6.108,30;R$ 0,00;R$ 0,00;R$ 6.108,30
PREFEITURA MUNICIPAL DE ORÓS;NFSE 569;06/07/2021;1;;;R$ 26.385,84;R$ 0,00;R$ 0,00;R$ 26.385,84
MUNICIPIO DE BATURITÉ;NFSE 217;07/07/2021;1;;;R$ 186.443,63;R$ 0,00;R$ 0,00;R$ 186.443,63
MUNICÍPIO DE CAUCAIA;NFSE 570;09/07/2021;1;;;R$ 89.218,07;R$ 0,00;R$ 0,00;R$ 89.218,07
MUNICÍPIO DE GRANJEIRO;NFSE 571;14/07/2021;1;;;R$ 150.640,16;R$ 0,00;R$ 0,00;R$ 150.640,16
MUNICIPIO DE BATURITÉ;NFSE 223;15/07/2021;1;;;R$ 183.494,74;R$ 0,00;R$ 0,00;R$ 183.494,74
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 572;22/07/2021;1;;;R$ 30.521,15;R$ 0,00;R$ 0,00;R$ 30.521,15
MUNICIPIO DE BATURITÉ;NFSE 231;28/07/2021;1;;;R$ 22.835,52;R$ 0,00;R$ 0,00;R$ 22.835,52
MUNICIPIO DE BATURITÉ;NFSE 232;28/07/2021;1;;;R$ 27.553,01;R$ 0,00;R$ 0,00;R$ 27.553,01
MUNICIPIO DE BATURITÉ;NFSE 233;28/07/2021;1;;;R$ 11.899,66;R$ 0,00;R$ 0,00;R$ 11.899,66
MUNICIPIO DE BATURITÉ;NFSE 234;28/07/2021;1;;;R$ 24.910,04;R$ 0,00;R$ 0,00;R$ 24.910,04
MUNICIPIO DE BATURITÉ;NFSE 235;28/07/2021;1;;;R$ 16.534,58;R$ 0,00;R$ 0,00;R$ 16.534,58
MUNICIPIO DE BATURITÉ;NFSE 236;28/07/2021;1;;;R$ 14.909,81;R$ 0,00;R$ 0,00;R$ 14.909,81
MUNICIPIO DE BATURITÉ;NFSE 237;30/07/2021;1;;;R$ 110.555,32;R$ 0,00;R$ 0,00;R$ 110.555,32
MUNICIPIO DE BATURITÉ;NFSE 238;30/07/2021;1;;;R$ 153.939,88;R$ 0,00;R$ 0,00;R$ 153.939,88
MUNICIPIO DE BATURITÉ;NFE 246;02/08/2021;1;;;R$ 25.991,79;R$ 0,00;R$ 0,00;R$ 25.991,79
MUNICIPIO DE BATURITÉ;NFE 283;02/08/2021;1;;;R$ 26.267,38;R$ 0,00;R$ 0,00;R$ 26.267,38
MUNICIPIO DE BATURITÉ;NFSE 240;02/08/2021;1;;;R$ 21.179,43;R$ 0,00;R$ 0,00;R$ 21.179,43
MUNICIPIO DE BATURITÉ;NFSE 241;02/08/2021;1;;;R$ 70.803,76;R$ 0,00;R$ 0,00;R$ 70.803,76
MUNICIPIO DE BATURITÉ;NFSE 242;02/08/2021;1;;;R$ 22.942,01;R$ 0,00;R$ 0,00;R$ 22.942,01
MUNICIPIO DE BATURITÉ;NFSE 244;02/08/2021;1;;;R$ 23.445,12;R$ 0,00;R$ 0,00;R$ 23.445,12
MUNICIPIO DE BATURITÉ;NFSE 245;02/08/2021;1;;;R$ 25.145,35;R$ 0,00;R$ 0,00;R$ 25.145,35
MUNICIPIO DE BATURITÉ;NFSE 247;02/08/2021;1;;;R$ 32.300,00;R$ 0,00;R$ 0,00;R$ 32.300,00
MUNICIPIO DE BATURITÉ;NFSE 248;02/08/2021;1;;;R$ 36.919,60;R$ 0,00;R$ 0,00;R$ 36.919,60
MUNICIPIO DE BATURITÉ;NFSE 249;02/08/2021;1;;;R$ 25.689,36;R$ 0,00;R$ 0,00;R$ 25.689,36
MUNICIPIO DE BATURITÉ;NFSE 250;02/08/2021;1;;;R$ 37.809,96;R$ 0,00;R$ 0,00;R$ 37.809,96
MUNICIPIO DE BATURITÉ;NFSE 251;02/08/2021;1;;;R$ 36.374,27;R$ 0,00;R$ 0,00;R$ 36.374,27
MUNICIPIO DE BATURITÉ;NFSE 252;02/08/2021;1;;;R$ 67.332,26;R$ 0,00;R$ 0,00;R$ 67.332,26
MUNICÍPIO DE GRANJEIRO;NFSE 573;02/08/2021;1;;;R$ 80.631,35;R$ 0,00;R$ 0,00;R$ 80.631,35
MUNICIPIO DE BATURITÉ;NFSE 253;04/08/2021;1;;;R$ 21.579,32;R$ 0,00;R$ 0,00;R$ 21.579,32
PREFEITURA MUNICIPAL DE ORÓS;NFSE 574;04/08/2021;1;;;R$ 365.690,40;R$ 0,00;R$ 0,00;R$ 365.690,40
IFCE - CAMPUS TABULEIRO DO NORTE;NFSE 575;09/08/2021;1;;;R$ 1.580,99;R$ 0,00;R$ 0,00;R$ 1.580,99
MUNICIPIO DE BATURITÉ;NFSE 255;11/08/2021;1;;;R$ 42.019,06;R$ 0,00;R$ 0,00;R$ 42.019,06
MUNICIPIO DE BATURITÉ;NFSE 256;11/08/2021;1;;;R$ 21.789,34;R$ 0,00;R$ 0,00;R$ 21.789,34
MUNICIPIO DE BATURITÉ;NFSE 257;11/08/2021;1;;;R$ 44.619,69;R$ 0,00;R$ 0,00;R$ 44.619,69
MUNICÍPIO DE MARACANAÚ;NFSE 577;12/08/2021;1;;;R$ 91.167,93;R$ 0,00;R$ 0,00;R$ 91.167,93
MUNICÍPIO DE MARACANAÚ;NFSE 578;12/08/2021;1;;;R$ 91.167,93;R$ 0,00;R$ 0,00;R$ 91.167,93
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 579;14/08/2021;1;;;R$ 9.493,29;R$ 0,00;R$ 0,00;R$ 9.493,29
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 580;14/08/2021;1;;;R$ 1.748,30;R$ 0,00;R$ 0,00;R$ 1.748,30
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 581;14/08/2021;1;;;R$ 23.708,42;R$ 0,00;R$ 0,00;R$ 23.708,42
MUNICIPIO DE BATURITÉ;NFSE 259;16/08/2021;1;;;R$ 34.670,71;R$ 0,00;R$ 0,00;R$ 34.670,71
MUNICIPIO DE BATURITÉ;NFSE 260;16/08/2021;1;;;R$ 13.711,87;R$ 0,00;R$ 0,00;R$ 13.711,87
MUNICIPIO DE BATURITÉ;NFSE 261;16/08/2021;1;;;R$ 19.223,82;R$ 0,00;R$ 0,00;R$ 19.223,82
MUNICIPIO DE BATURITÉ;NFSE 262;17/08/2021;1;;;R$ 104.385,87;R$ 0,00;R$ 0,00;R$ 104.385,87
MUNICIPIO DE MORRINHOS;NFSE 582;17/08/2021;1;;;R$ 47.433,07;R$ 0,00;R$ 0,00;R$ 47.433,07
MUNICIPIO DE BATURITÉ;NFSE 267;19/08/2021;1;;;R$ 117.011,98;R$ 0,00;R$ 0,00;R$ 117.011,98
MUNICIPIO DE BATURITÉ;NFSE 268;19/08/2021;1;;;R$ 31.644,49;R$ 0,00;R$ 0,00;R$ 31.644,49
MUNICÍPIO DE MARACANAÚ;NFSE 583;24/08/2021;1;;;R$ 26.414,46;R$ 0,00;R$ 0,00;R$ 26.414,46
MUNICIPIO DE BATURITÉ;NFSE 269;25/08/2021;1;;;R$ 15.913,39;R$ 0,00;R$ 0,00;R$ 15.913,39
CAIXA ECONOMICA FEDERAL;DEP 02;27/08/2021;1;;;R$ 200.000,00;R$ 0,00;R$ 0,00;R$ 200.000,00
MUNICIPIO DE BATURITÉ;NFE 290;02/09/2021;1;;;R$ 16.624,85;R$ 0,00;R$ 0,00;R$ 16.624,85
PREFEITURA MUNICIPAL DE PARACURU;NFSE 280;02/09/2021;1;;;R$ 107.136,45;R$ 0,00;R$ 0,00;R$ 107.136,45
MUNICIPIO DE BATURITÉ;NFSE 281;02/09/2021;1;;;R$ 70.548,35;R$ 0,00;R$ 0,00;R$ 70.548,35
MUNICIPIO DE BATURITÉ;NFSE 282;02/09/2021;1;;;R$ 20.893,79;R$ 0,00;R$ 0,00;R$ 20.893,79
MUNICIPIO DE BATURITÉ;NFSE 284;02/09/2021;1;;;R$ 64.273,22;R$ 0,00;R$ 0,00;R$ 64.273,22
MUNICIPIO DE BATURITÉ;NFSE 285;02/09/2021;1;;;R$ 21.936,37;R$ 0,00;R$ 0,00;R$ 21.936,37
MUNICIPIO DE BATURITÉ;NFSE 286;02/09/2021;1;;;R$ 14.814,52;R$ 0,00;R$ 0,00;R$ 14.814,52
MUNICIPIO DE BATURITÉ;NFE 302;16/09/2021;1;;;R$ 22.827,51;R$ 0,00;R$ 0,00;R$ 22.827,51
MUNICIPIO DE BATURITÉ;NFE 303;16/09/2021;1;;;R$ 22.880,43;R$ 0,00;R$ 0,00;R$ 22.880,43
MUNICIPIO DE BATURITÉ;NFSE 299;16/09/2021;1;;;R$ 7.471,06;R$ 0,00;R$ 0,00;R$ 7.471,06
MUNICIPIO DE BATURITÉ;NFSE 300;16/09/2021;1;;;R$ 15.335,03;R$ 0,00;R$ 0,00;R$ 15.335,03
MUNICIPIO DE BATURITÉ;NFSE 301;16/09/2021;1;;;R$ 16.540,33;R$ 0,00;R$ 0,00;R$ 16.540,33
PREFEITURA MUNICIPAL DE PARACURU;NFSE 304;16/09/2021;1;;;R$ 153.797,86;R$ 0,00;R$ 0,00;R$ 153.797,86
MUNICIPIO DE BATURITÉ;NFSE 310;17/09/2021;1;;;R$ 8.108,88;R$ 0,00;R$ 0,00;R$ 8.108,88
MUNICIPIO DE BATURITÉ;NFSE 311;17/09/2021;1;;;R$ 25.283,38;R$ 0,00;R$ 0,00;R$ 25.283,38
MUNICÍPIO DE MARACANAÚ;NFSE 584;17/09/2021;1;;;R$ 108.325,56;R$ 0,00;R$ 0,00;R$ 108.325,56
MUNICIPIO DE BATURITÉ;NFSE 313;21/09/2021;1;;;R$ 84.735,01;R$ 0,00;R$ 0,00;R$ 84.735,01
MUNICIPIO DE BATURITÉ;NFSE 314;21/09/2021;1;;;R$ 24.961,74;R$ 0,00;R$ 0,00;R$ 24.961,74
MUNICIPIO DE BATURITÉ;NFSE 316;23/09/2021;1;;;R$ 24.658,91;R$ 0,00;R$ 0,00;R$ 24.658,91
MUNICIPIO DE BATURITÉ;NFSE 317;23/09/2021;1;;;R$ 44.133,87;R$ 0,00;R$ 0,00;R$ 44.133,87
PREFEITURA MUNICIPAL DE PARACURU;NFSE 321;29/09/2021;1;;;R$ 127.470,65;R$ 0,00;R$ 0,00;R$ 127.470,65
MUNICIPIO DE BATURITÉ;NFSE 322;29/09/2021;1;;;R$ 35.819,02;R$ 0,00;R$ 0,00;R$ 35.819,02
MUNICIPIO DE BATURITÉ;NFSE 323;29/09/2021;1;;;R$ 24.323,98;R$ 0,00;R$ 0,00;R$ 24.323,98
MUNICIPIO DE BATURITÉ;NFSE 324;29/09/2021;1;;;R$ 12.493,35;R$ 0,00;R$ 0,00;R$ 12.493,35
MUNICIPIO DE BATURITÉ;NFSE 326;29/09/2021;1;;;R$ 19.562,00;R$ 0,00;R$ 0,00;R$ 19.562,00
MUNICÍPIO DE ITAITINGA;NFSE 586;30/09/2021;1;;;R$ 78.028,93;R$ 0,00;R$ 0,00;R$ 78.028,93
MUNICIPIO DE SENADOR POMPEU - SECRETARIA DE EDUCAÇÃO, CULTURA E DESPORTO;DEP 01;04/10/2021;1;;;R$ 17.000,00;R$ 0,00;R$ 0,00;R$ 17.000,00
MUNICÍPIO DE MARACANAÚ;NFSE 587;04/10/2021;1;;;R$ 280.535,16;R$ 0,00;R$ 0,00;R$ 280.535,16
MUNICIPIO DE MORRINHOS;NFSE 588;04/10/2021;1;;;R$ 19.520,26;R$ 0,00;R$ 0,00;R$ 19.520,26
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 590;05/10/2021;1;;;R$ 2.278,40;R$ 0,00;R$ 0,00;R$ 2.278,40
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARA - CAMPUS ACOPIARA;NFSE 593;05/10/2021;1;;;R$ 6.461,27;R$ 0,00;R$ 0,00;R$ 6.461,27
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 594;05/10/2021;1;;;R$ 6.186,51;R$ 0,00;R$ 0,00;R$ 6.186,51
PREFEITURA MUNICIPAL DE ORÓS;NFSE 621;05/10/2021;1;;;R$ 79.166,68;R$ 0,00;R$ 0,00;R$ 79.166,68
PREFEITURA MUNICIPAL DE CAMOCIM;NFSE 595;06/10/2021;1;;;R$ 145.930,07;R$ 0,00;R$ 0,00;R$ 145.930,07
MUNICÍPIO DE MARACANAÚ;NFSE 596;07/10/2021;1;;;R$ 246.801,54;R$ 0,00;R$ 0,00;R$ 246.801,54
MUNICÍPIO DE MARACANAÚ;NFSE 597;07/10/2021;1;;;R$ 246.801,54;R$ 0,00;R$ 0,00;R$ 246.801,54
MUNICÍPIO DE GRANJEIRO;NFSE 598;18/10/2021;1;;;R$ 153.988,93;R$ 0,00;R$ 0,00;R$ 153.988,93
MUNICÍPIO DE GRANJEIRO;NFSE 599;18/10/2021;1;;;R$ 33.645,48;R$ 0,00;R$ 0,00;R$ 33.645,48
PREFEITURA MUNICIPAL DE PARACURU;NFSE 337;19/10/2021;1;;;R$ 80.696,76;R$ 0,00;R$ 0,00;R$ 80.696,76
PREFEITURA MUNICIPAL DE PARACURU;NFSE 345;28/10/2021;1;;;R$ 116.787,44;R$ 0,00;R$ 0,00;R$ 116.787,44
SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS;NFSE 600;18/11/2021;1;;;R$ 250.012,56;R$ 0,00;R$ 0,00;R$ 250.012,56
PREFEITURA MUNICIPAL DE PARACURU;NFSE 363;22/11/2021;1;;;R$ 96.631,59;R$ 0,00;R$ 0,00;R$ 96.631,59
PREFEITURA MUNICIPAL DE PARACURU;NFSE 364;22/11/2021;1;;;R$ 48.040,53;R$ 0,00;R$ 0,00;R$ 48.040,53
MUNICIPIO DE MORRINHOS;NFSE 601;22/11/2021;1;;;R$ 122.324,44;R$ 0,00;R$ 0,00;R$ 122.324,44
PREFEITURA MUNICIPAL DE PARACURU;NFSE 369;24/11/2021;1;;;R$ 173.078,17;R$ 0,00;R$ 0,00;R$ 173.078,17
MUNICÍPIO DE GRANJEIRO;NFSE 602;24/11/2021;1;;;R$ 29.042,56;R$ 0,00;R$ 0,00;R$ 29.042,56
MUNICÍPIO DE GRANJEIRO;NFSE 603;24/11/2021;1;;;R$ 29.630,50;R$ 0,00;R$ 0,00;R$ 29.630,50
MUNICÍPIO DE GRANJEIRO;NFSE 604;24/11/2021;1;;;R$ 23.059,86;R$ 0,00;R$ 0,00;R$ 23.059,86
PREFEITURA MUNICIPAL DE CAMPOS SALES - CE;NFSE 605;24/11/2021;1;;;R$ 117.862,51;R$ 0,00;R$ 0,00;R$ 117.862,51
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 607;25/11/2021;1;;;R$ 6.186,51;R$ 0,00;R$ 0,00;R$ 6.186,51
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 609;25/11/2021;1;;;R$ 6.147,41;R$ 0,00;R$ 0,00;R$ 6.147,41
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 610;25/11/2021;1;;;R$ 6.071,91;R$ 0,00;R$ 0,00;R$ 6.071,91
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 611;30/11/2021;1;;;R$ 10.224,49;R$ 0,00;R$ 0,00;R$ 10.224,49
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;NFSE 612;30/11/2021;1;;;R$ 4.015,85;R$ 0,00;R$ 0,00;R$ 4.015,85
MUNICÍPIO DE GRANJEIRO;NFSE 613;30/11/2021;1;;;R$ 151.748,08;R$ 0,00;R$ 0,00;R$ 151.748,08
MUNICIPIO DE BATURITÉ;NFSE 311;02/12/2021;1;;;R$ 82.000,00;R$ 0,00;R$ 0,00;R$ 82.000,00
MUNICÍPIO DE GRANJEIRO;NFSE 614;03/12/2021;1;;;R$ 154.178,52;R$ 0,00;R$ 0,00;R$ 154.178,52
MUNICÍPIO DE MARACANAÚ;NFSE 615;08/12/2021;1;;;R$ 142.211,33;R$ 0,00;R$ 0,00;R$ 142.211,33
MUNICÍPIO DE MARACANAÚ;NFSE 616;08/12/2021;1;;;R$ 142.211,33;R$ 0,00;R$ 0,00;R$ 142.211,33
MUNICIPIO DE SENADOR POMPEU - SECRETARIA DE EDUCAÇÃO, CULTURA E DESPORTO;NFSE 617;09/12/2021;1;;;R$ 188.986,45;R$ 0,00;R$ 0,00;R$ 188.986,45
MUNICIPIO DE MORRINHOS;NFSE 618;09/12/2021;1;;;R$ 52.175,17;R$ 0,00;R$ 0,00;R$ 52.175,17
SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS;NFSE 619;10/12/2021;1;;;R$ 69.309,32;R$ 0,00;R$ 0,00;R$ 69.309,32
MUNICÍPIO DE MARACANAÚ;NFSE 620;14/12/2021;1;;;R$ 7.667,24;R$ 0,00;R$ 0,00;R$ 7.667,24
PREFEITURA MUNICIPAL DE PARACURU;NFSE 393;15/12/2021;1;;;R$ 114.950,45;R$ 0,00;R$ 0,00;R$ 114.950,45
INSTITUTO FEDERAL DE EDUCAÇAO, CIENCIA E TECNOLOGIA DO CEARA - CAMPUS PARACURU;NFSE 622;15/12/2021;1;;;R$ 6.069,69;R$ 0,00;R$ 0,00;R$ 6.069,69
PREFEITURA MUNICIPAL DE TABULEIRO DO NORTE;NFSE 623;20/12/2021;1;;;R$ 250.214,59;R$ 0,00;R$ 0,00;R$ 250.214,59
PREFEITURA MUNICIPAL DE PARACURU;NFSE 401;21/12/2021;1;;;R$ 190.655,45;R$ 0,00;R$ 0,00;R$ 190.655,45
PREFEITURA MUNICIPAL DE PARAIPABA;NFSE 403;21/12/2021;1;;;R$ 241.355,70;R$ 0,00;R$ 0,00;R$ 241.355,70
PREFEITURA MUNICIPAL DE PARAIPABA;NFSE 404;21/12/2021;1;;;R$ 184.705,17;R$ 0,00;R$ 0,00;R$ 184.705,17
PREFEITURA MUNICIPAL DE PARAIPABA;NFSE 405;21/12/2021;1;;;R$ 186.273,21;R$ 0,00;R$ 0,00;R$ 186.273,21
PREFEITURA MUNICIPAL DE CAMPOS SALES - CE;NFSE 624;21/12/2021;1;;;R$ 44.288,94;R$ 0,00;R$ 0,00;R$ 44.288,94
SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS;NFSE 625;23/12/2021;1;;;R$ 210.288,87;R$ 0,00;R$ 0,00;R$ 210.288,87
SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS;NFSE 626;23/12/2021;1;;;R$ 241.624,77;R$ 0,00;R$ 0,00;R$ 241.624,77
SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS;NFSE 628;23/12/2021;1;;;R$ 83.877,53;R$ 0,00;R$ 0,00;R$ 83.877,53
PREFEITURA MUNICIPAL DE PARACURU;NFSE 411;27/12/2021;1;;;R$ 93.741,82;R$ 0,00;R$ 0,00;R$ 93.741,82
PREFEITURA MUNICIPAL DE PARACURU;NFSE 412;27/12/2021;1;;;R$ 99.933,69;R$ 0,00;R$ 0,00;R$ 99.933,69
MUNICIPIO DE MORRINHOS;NFSE 629;29/12/2021;1;;;R$ 115.751,52;R$ 0,00;R$ 0,00;R$ 115.751,52
PREFEITURA MUNICIPAL DE PARAIPABA;NFSE 427;30/12/2021;1;;;R$ 181.793,91;R$ 0,00;R$ 0,00;R$ 181.793,91
PREFEITURA MUNICIPAL DE PARAIPABA;NFSE 428;30/12/2021;1;;;R$ 207.274,10;R$ 0,00;R$ 0,00;R$ 207.274,10
PREFEITURA MUNICIPAL DE PARAIPABA;NFSE 429;30/12/2021;1;;;R$ 181.734,22;R$ 0,00;R$ 0,00;R$ 181.734,22
MUNICIPIO DE SENADOR POMPEU - SECRETARIA DE EDUCAÇÃO, CULTURA E DESPORTO;NFSE 630;30/12/2021;1;;;R$ 192.689,87;R$ 0,00;R$ 0,00;R$ 192.689,87
PREFEITURA MUNICIPAL DE PARAIPABA;NFSE 439;31/12/2021;1;;;R$ 87.877,23;R$ 0,00;R$ 0,00;R$ 87.877,23
PREFEITURA MUNICIPAL DE PARAIPABA;NFSE 439;31/12/2021;1;;;R$ 120.000,00;R$ 0,00;R$ 0,00;R$ 120.000,00
PREFEITURA MUNICIPAL DE PARAIPABA;NFSE 439.;31/12/2021;1;;;R$ 110.044,49;R$ 0,00;R$ 0,00;R$ 110.044,49
PREFEITURA MUNICIPAL DE PARAIPABA;NFSE 439..;31/12/2021;1;;;R$ 110.747,12;R$ 0,00;R$ 0,00;R$ 110.747,12
PREFEITURA MUNICIPAL DE PARAIPABA;NFSE 439´;31/12/2021;1;;;R$ 56.146,46;R$ 0,00;R$ 0,00;R$ 56.146,46
PREFEITURA MUNICIPAL DE PARAIPABA;NFSE 440;31/12/2021;1;;;R$ 95.264,77;R$ 0,00;R$ 0,00;R$ 95.264,77
